Sentence #,Word,Tag,Word_idx,Tag_idx
124,"['mùa', 'hoa', 'tháng_năm', 'cháy_rực', 'phượng', 'đỏ']","['O', 'O', 'E-thang', 'O', 'O', 'O']","[339, 326, 490, 356, 733, 584]","[3, 3, 1, 3, 3, 3]"
309,"['muốn', 'làm', 'tester', 'thì', 'nên', 'bắt_đầu', 'như', 'nào', '?']","['O', 'O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O']","[459, 694, 27, 254, 555, 91, 481, 104, 307]","[3, 3, 2, 3, 3, 3, 3, 3, 3]"
272,"['tester', 'là', 'gì', '?']","['E-job', 'O', 'O', 'O']","[27, 294, 749, 307]","[2, 3, 3, 3]"
338,"['fresher', 'phải', 'làm', 'gì', 'để', 'hoàn_thiện', 'bản_thân']","['E-job', 'O', 'O', 'O', 'O', 'O', 'O']","[298, 161, 694, 749, 744, 760, 665]","[2, 3, 3, 3, 3, 3, 3]"
319,"['công_ty', 'còn', 'tuyển', 'phục_vụ_căng_tin', 'không']","['O', 'O', 'O', 'E-job', 'O']","[679, 680, 163, 406, 324]","[3, 3, 3, 2, 3]"
101,"['ưu_tiên', 'có', 'chứng_chỉnh', 'toiec', 'toefl', 'ielts', 'hoặc', 'liên_quan']","['O', 'O', 'O', 'E-bang_cap', 'E-bang_cap', 'E-bang_cap', 'O', 'O']","[293, 169, 24, 388, 623, 748, 204, 76]","[3, 3, 3, 0, 0, 0, 3, 3]"
141,"['tháng_hai', 'có', '29', 'ngày']","['E-thang', 'O', 'O', 'O']","[768, 169, 225, 274]","[1, 3, 3, 3]"
2,"['trong', 'khi', 'các', 'bạn', 'tiếp_tục', 'trao', 'dồi', 'kiến_thức', 'và', 'luyện', 'ielts']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap']","[700, 801, 561, 601, 172, 519, 148, 317, 93, 195, 748]","[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 0]"
239,"['vào', 'đây', 'chỉ', 'code', 'android', 'thôi']","['O', 'O', 'O', 'O', 'E-ngon_ngu', 'O']","[712, 682, 185, 153, 628, 797]","[3, 3, 3, 3, 4, 3]"
142,"['tháng_12', 'nhanh', 'vãi', 'ra']","['E-thang', 'O', 'O', 'O']","[177, 429, 13, 288]","[1, 3, 3, 3]"
242,"['ngày_xưa', 'toàn', 'học', 'pascal']","['O', 'O', 'O', 'O']","[109, 55, 82, 367]","[3, 3, 3, 3]"
73,"['các', 'chứng_chỉ_ngoại_ngữ', '(', 'nếu', 'có', ')', ':', 'chứng_chỉ_hsk', 'ielts', 'toefl']","['O', 'E-bang_cap', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'E-bang_cap', 'E-bang_cap']","[561, 215, 17, 731, 169, 606, 535, 600, 748, 623]","[3, 0, 3, 3, 3, 3, 3, 0, 0, 0]"
39,"['hsk', 'học', 'có', 'khó', 'không']","['E-bang_cap', 'O', 'O', 'O', 'O']","[788, 82, 169, 446, 324]","[0, 3, 3, 3, 3]"
42,"['samsung', 'có', 'ưu_tiên', 'sinh_viên', 'có', 'chứng_chỉ', 'topik', 'không']","['O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[295, 169, 293, 770, 169, 471, 250, 324]","[3, 3, 3, 3, 3, 3, 0, 3]"
337,"['chương_trình', 'đào_tạo', '1000', 'fresher']","['O', 'O', 'O', 'E-job']","[84, 390, 211, 298]","[3, 3, 3, 2]"
172,"['liên_hợp', 'quốc', 'được', 'thành_lập', '24_tháng_10_1945']","['O', 'O', 'O', 'O', 'E-thang']","[90, 771, 351, 741, 440]","[3, 3, 3, 3, 1]"
148,"['ngưu', 'lang', 'chúc', 'nữ', 'gặp', 'nhau', 'ngày', 'mùng_7_tháng_7']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-thang']","[98, 137, 431, 25, 312, 475, 274, 611]","[3, 3, 3, 3, 3, 3, 3, 1]"
258,"['tao', 'muốn', 'tự', 'học', 'web']","['O', 'O', 'O', 'O', 'E-ngon_ngu']","[508, 459, 557, 82, 752]","[3, 3, 3, 3, 4]"
356,"['bên', 'kia', 'công_ty', 'có', 'tuyển', 'vị_trí', 'nào', 'không', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[71, 710, 679, 169, 163, 711, 104, 324, 307]","[3, 3, 3, 3, 3, 3, 3, 3, 3]"
305,"['học', 'tester', 'có', 'khó', 'không', '.']","['O', 'E-job', 'O', 'O', 'O', 'O']","[82, 27, 169, 446, 324, 562]","[3, 2, 3, 3, 3, 3]"
191,"['làm', 'java', 'lương', 'bao_nhiêu']","['O', 'E-ngon_ngu', 'O', 'O']","[694, 64, 111, 461]","[3, 4, 3, 3]"
188,"['không', 'biết', 'sống', 'sao', 'qua', 'tháng_bảy', 'này']","['O', 'O', 'O', 'O', 'O', 'E-thang', 'O']","[324, 645, 123, 411, 200, 585, 191]","[3, 3, 3, 3, 3, 1, 3]"
99,"['mi', 'chỉ', 'tau', 'chỗ', 'học', 'toiec', 'đi']","['O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[767, 185, 32, 318, 82, 388, 319]","[3, 3, 3, 3, 3, 0, 3]"
206,"['trung_tâm', 'mở', 'khóa', 'học', 'web', 'cho', 'bạn', 'mới', 'bắt_đầu']","['O', 'O', 'O', 'O', 'E-ngon_ngu', 'O', 'O', 'O', 'O']","[476, 532, 520, 82, 752, 95, 601, 74, 91]","[3, 3, 3, 3, 4, 3, 3, 3, 3]"
169,"['12/10/1998', 'là', 'sinh_nhật', 'tau', 'nhé']","['E-thang', 'O', 'O', 'O', 'O']","[794, 294, 255, 32, 448]","[1, 3, 3, 3, 3]"
196,"['mình', 'cần', 'thuê', 'code', 'web']","['O', 'O', 'O', 'O', 'E-ngon_ngu']","[196, 168, 15, 153, 752]","[3, 3, 3, 3, 4]"
288,"['vì', 'sao', 'bạn', 'chọn', 'trở_thành', 'tester']","['O', 'O', 'O', 'O', 'O', 'E-job']","[505, 411, 601, 315, 438, 27]","[3, 3, 3, 3, 3, 2]"
340,"['fresher', 'về', 'trình_độ', 'chuyên_môn', 'và', 'lương', 'đều', 'thấp', 'hơn', 'junior']","['E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-job']","[298, 769, 734, 182, 93, 111, 796, 747, 40, 92]","[2, 3, 3, 3, 3, 3, 3, 3, 3, 2]"
109,"['tháng_một', 'trong', 'tiếng', 'anh', 'là', 'gì']","['E-thang', 'O', 'O', 'O', 'O', 'O']","[622, 700, 474, 690, 294, 749]","[1, 3, 3, 3, 3, 3]"
213,"['python', 'có', 'nhiều', 'thư_viện', 'hỗ_trợ']","['E-ngon_ngu', 'O', 'O', 'O', 'O']","[345, 169, 485, 234, 362]","[4, 3, 3, 3, 3]"
168,"['bác', 'hồ', 'đọc', 'bản', 'tuyên_ngôn', 'độc_lập', 'ngày', 'mùng_2_tháng_chín']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-thang']","[599, 482, 102, 14, 350, 285, 274, 279]","[3, 3, 3, 3, 3, 3, 3, 1]"
294,"['làm', 'tester', 'cần', 'tham_khảo', 'những', 'quyển', 'sách', '/', 'resources', 'nào', '?']","['O', 'E-job', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[694, 27, 168, 445, 244, 224, 757, 309, 368, 104, 307]","[3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
116,"['quốc_khánh', 'mùng', 'hai', 'tháng_chín', 'được', 'nghỉ', 'mấy', 'ngày']","['O', 'O', 'O', 'E-thang', 'O', 'O', 'O', 'O']","[565, 571, 340, 558, 351, 180, 46, 274]","[3, 3, 3, 1, 3, 3, 3, 3]"
329,"['fresher', 'developer', 'là', 'gì']","['E-job', 'O', 'O', 'O']","[298, 494, 294, 749]","[2, 3, 3, 3]"
370,"['tương_lai', 'mình', 'rồi', 'sẽ', 'đi', 'đâu', 'về', 'đâu']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[47, 196, 83, 719, 319, 715, 769, 715]","[3, 3, 3, 3, 3, 3, 3, 3]"
59,"['em', 'muốn', 'xin', 'lộ_trình', 'học', 'hsk']","['O', 'O', 'O', 'O', 'O', 'E-bang_cap']","[119, 459, 20, 469, 82, 788]","[3, 3, 3, 3, 3, 0]"
38,"['để', 'du_học', 'trung_quốc', 'cần', 'hsk', 'trên', '5.0']","['O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O']","[744, 242, 598, 168, 788, 178, 556]","[3, 3, 3, 3, 0, 3, 3]"
225,"['học', 'java', 'khó', 'vãi']","['O', 'E-ngon_ngu', 'O', 'O']","[82, 64, 446, 13]","[3, 4, 3, 3]"
126,"['ngập', 'tràn', 'lối', 'đi', 'hoa', 'sấu', 'tháng_bảy']","['O', 'O', 'O', 'O', 'O', 'O', 'E-thang']","[614, 135, 222, 319, 326, 699, 585]","[3, 3, 3, 3, 3, 3, 1]"
270,"['tao', 'với', 'mày', 'đăng_ký', 'khóa', 'học', 'web', 'này', 'đi']","['O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu', 'O', 'O']","[508, 790, 264, 276, 520, 82, 752, 191, 319]","[3, 3, 3, 3, 3, 3, 4, 3, 3]"
190,"['java', 'giờ', 'hết', 'hot', 'rồi']","['E-ngon_ngu', 'O', 'O', 'O', 'O']","[64, 262, 49, 334, 83]","[4, 3, 3, 3, 3]"
71,"['đại_học', 'thái_nguyên', 'tổ_chức', 'bồi_dưỡng', 'và', 'thi', 'tiếng', 'anh', 'a2', 'b1']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'E-bang_cap']","[299, 210, 605, 455, 93, 543, 474, 690, 9, 586]","[3, 3, 3, 3, 3, 3, 3, 3, 0, 0]"
231,"['đéo', 'hiểu', 'sao', 'cứ', 'bắt', 'code', 'android']","['O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu']","[513, 50, 411, 674, 668, 153, 628]","[3, 3, 3, 3, 3, 3, 4]"
293,"['lời', 'khuyên', 'của', 'chuyển', 'gia', 'cho', 'các', 'bạn', 'tester', 'hiện_tại']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'E-job', 'O']","[154, 526, 466, 393, 238, 95, 561, 601, 27, 391]","[3, 3, 3, 3, 3, 3, 3, 3, 2, 3]"
132,"['không', 'biết', 'tháng_mấy', 'mình', 'vào', 'làm', 'chính_thức']","['O', 'O', 'E-thang', 'O', 'O', 'O', 'O']","[324, 645, 310, 196, 712, 694, 581]","[3, 3, 1, 3, 3, 3, 3]"
243,"['suýt', 'thì', 'tạch', 'c']","['O', 'O', 'O', 'E-ngon_ngu']","[360, 254, 509, 697]","[3, 3, 3, 4]"
374,"['là', 'con_gái', 'phải', 'xinh']","['O', 'O', 'O', 'O']","[294, 28, 161, 566]","[3, 3, 3, 3]"
275,"['làm', 'tester', 'có', 'vất_vả', 'không', '?']","['O', 'E-job', 'O', 'O', 'O', 'O']","[694, 27, 169, 322, 324, 307]","[3, 2, 3, 3, 3, 3]"
159,"['tháng_7', 'âm_lịch', 'là', 'tháng', 'cô_hồn']","['E-thang', 'O', 'O', 'O', 'O']","[22, 745, 294, 596, 765]","[1, 3, 3, 3, 3]"
155,"['bên', 'công_ty', 'tháng_này', 'có', 'tuyển', 'người', 'không', 'ạ']","['O', 'O', 'E-thang', 'O', 'O', 'O', 'O', 'O']","[71, 679, 218, 169, 163, 568, 324, 686]","[3, 3, 1, 3, 3, 3, 3, 3]"
88,"['bạn', 'tau', 'vừa', 'được', 'hsk_6', 'gê', 'vãi', 'mày', 'ạ']","['O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O', 'O', 'O']","[601, 32, 802, 351, 329, 151, 13, 264, 686]","[3, 3, 3, 3, 0, 3, 3, 3, 3]"
166,"['ngày_10_tháng_10', 'lý', 'công', 'uẩn', 'rời', 'đô', 'từ', 'hoa', 'lư', 'ninh_bình', 'ra', 'thăng_long']","['E-thang', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[554, 507, 725, 165, 736, 619, 602, 326, 717, 79, 288, 807]","[1, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
86,"['không', 'biết', 'du_học', 'hàn', 'có', 'cần', 'topik', 'không']","['O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[324, 645, 242, 400, 169, 168, 250, 324]","[3, 3, 3, 3, 3, 3, 0, 3]"
102,"['đi', 'làm', 'người_ta', 'không', 'quan_tâm', 'toiec', 'đâu']","['O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[319, 694, 377, 324, 397, 388, 715]","[3, 3, 3, 3, 3, 0, 3]"
312,"['có', 'nên', 'làm', 'tester', 'không', '?']","['O', 'O', 'O', 'E-job', 'O', 'O']","[169, 555, 694, 27, 324, 307]","[3, 3, 3, 2, 3, 3]"
66,"['tôi', 'muốn', 'xin', 'du_học', 'thì', 'cần', 'chứng_chỉ_tiếng_anh', 'nào']","['O', 'O', 'O', 'O', 'O', 'O', 'E-bang_cap', 'O']","[308, 459, 20, 242, 254, 168, 304, 104]","[3, 3, 3, 3, 3, 3, 0, 3]"
251,"['bọn', 'mới', 'vào', 'bị', 'bắt', 'code', 'android']","['O', 'O', 'O', 'O', 'O', 'O', 'E-ngon_ngu']","[659, 74, 712, 677, 668, 153, 628]","[3, 3, 3, 3, 3, 3, 4]"
98,"['trần', 'minh', 'hưng', 'dạy', 'toiec', 'ngon', 'vãi', 'ra']","['O', 'O', 'O', 'O', 'E-bang_cap', 'O', 'O', 'O']","[170, 100, 592, 311, 388, 212, 13, 288]","[3, 3, 3, 3, 0, 3, 3, 3]"
